street,rooms,max_floors,count_by_street
Университетский пр-кт,3,3,1
Университетский пр-кт,3,5,2
Университетский пр-кт,3,7,1
Университетский пр-кт,3,9,2
Университетский пр-кт,3,10,1
Университетский пр-кт,3,17,1
Университетский пр-кт,4,5,1
Университетскийпр-кт,1,5,15
Университетскийпр-кт,1,7,3
Университетскийпр-кт,1,9,1
Университетскийпр-кт,1,16,1
Университетскийпр-кт,1,17,12
Университетскийпр-кт,2,4,9
Университетскийпр-кт,2,5,18
Университетскийпр-кт,2,9,7
Университетскийпр-кт,2,10,6
Университетскийпр-кт,2,16,2
Университетскийпр-кт,2,17,8
Университетскийпр-кт,3,2,3
Университетскийпр-кт,3,3,8
Университетскийпр-кт,3,5,8
Университетскийпр-кт,3,7,6
Университетскийпр-кт,3,9,7
Университетскийпр-кт,3,17,3
Университетскийпр-кт,4,5,8
Университетскийпр-кт,4,9,1
Урюпинская,1,5,2
Урюпинская,2,5,1
Урюпинская,3,5,4
Успенского,1,4,3
Успенского,2,4,2
Успенского,2,5,7
Успенского,3,4,1
Успенского,3,5,1
Ухтомского,2,3,3
Фадеева,1,5,74
Фадеева,1,16,5
Фадеева,2,4,1
Фадеева,2,5,34
Фадеева,2,16,1
Фадеева,3,4,1
Фадеева,3,5,37
Фадеева,3,16,2
Фадеева,Студия,16,5
Федотова,2,5,3
Федотова,2,6,1
Федотова,3,5,2
Федотова,3,6,3
Федотова,4,5,5
Фестивальная,2,9,4
Фестивальная,3,9,2
Фролова,1,4,4
Фролова,2,4,8
Фролова,3,4,4
Фруктовая,1,2,4
Фруктовая,1,5,9
Фруктовая,2,2,7
Фруктовая,2,3,2
Фруктовая,2,5,5
Фруктовая,3,2,2
Фруктовая,3,3,4
Фруктовая,3,5,2
Фруктовая,4,5,9
Хабаровская,1,2,2
Хабаровская,2,2,4
Ханпаши Нурадилова,1,17,1
Ханпаши Нурадилова,1,22,2
Ханпаши Нурадилова,1,23,5
Ханпаши Нурадилова,1,24,1
Ханпаши Нурадилова,1,27,3
Ханпаши Нурадилова,2,24,1
Ханпаши Нурадилова,3,23,4
Ханпаши Нурадилова,Студия,25,1
Хиросимы,1,9,15
Хиросимы,1,12,6
Хиросимы,1,15,3
Хиросимы,1,16,1
Хиросимы,2,9,19
Хиросимы,2,12,2
Хиросимы,2,14,2
Хиросимы,2,15,1
Хиросимы,2,16,4
Хиросимы,3,5,11
Хиросимы,3,9,13
Хиросимы,3,15,2
Хиросимы,3,16,3
Хиросимы,4,5,4
Хиросимы,4,9,4
Хиросимы,4,10,1
Хиросимы,Студия,8,3
Хиросимы,Студия,12,1
Хользунова,1,4,11
Хользунова,1,5,22
Хользунова,1,9,10
Хользунова,1,16,11
Хользунова,1,17,11
Хользунова,1,18,4
Хользунова,2,4,2
Хользунова,2,5,31
Хользунова,2,6,5
Хользунова,2,9,10
Хользунова,2,16,7
Хользунова,2,17,4
Хользунова,3,4,7
Хользунова,3,5,21
Хользунова,3,9,5
Хользунова,3,16,18
Хользунова,3,17,6
Хользунова,3,18,9
Хользунова,3,19,3
Хользунова,4,5,6
Хользунова,4,9,3
Хользунова,4,19,3
Хорошева,1,4,2
Хорошева,1,5,4
Хорошева,1,6,6
Хорошева,1,9,24
Хорошева,2,5,10
Хорошева,2,6,5
Хорошева,2,7,3
Хорошева,2,8,2
Хорошева,2,9,11
Хорошева,2,10,8
Хорошева,3,5,2
Хорошева,3,6,4
Хорошева,3,7,3
Хорошева,3,8,2
Хорошева,3,9,3
Хорошева,3,10,2
Хорошева,3,12,2
Хорошева,4,5,2
Хорошева,4,6,2
Центральная,2,1,1
Циолковского,1,5,5
Циолковского,1,9,4
Циолковского,1,10,4
Циолковского,2,3,1
Циолковского,2,5,10
Циолковского,2,7,2
Циолковского,2,9,4
Циолковского,2,10,2
Циолковского,2,15,1
Циолковского,2,16,2
Циолковского,2,23,10
Циолковского,3,5,13
Циолковского,3,8,2
Циолковского,3,9,12
Циолковского,3,15,1
Циолковского,3,16,2
Циолковского,3,23,8
Циолковского,3,25,1
Циолковского,4,3,5
Циолковского,4,9,3
Циолковского,4,10,1
Циолковского,4,22,3
Чапаева,1,4,3
Чапаева,2,4,6
Чапаева,2,5,13
Чапаева,3,5,9
Чапаева,Студия,4,2
Чебышева,1,4,1
Чебышева,2,4,19
Чебышева,3,4,1
Черепановых,1,9,3
Черепановых,2,5,10
Черепановых,2,9,2
Черепановых,3,5,5
Черепановых,3,9,4
Череповецкая,1,9,1
Череповецкая,2,9,16
Череповецкая,3,9,18
Чигиринская,1,9,1
Чигиринская,2,9,6
Чигиринская,3,9,3
Чигиринская,4,9,6
Чонгарская,2,1,2
Шауляйская,1,5,2
Шауляйская,2,4,2
Шауляйская,2,5,9
Шауляйская,2,6,8
Шауляйская,2,16,8
Шауляйская,3,5,3
Шауляйская,3,16,10
Шебелинская,2,5,3
Шебелинская,3,5,3
Шекснинская,1,5,5
Шекснинская,1,6,28
Шекснинская,1,9,39
Шекснинская,1,10,9
Шекснинская,1,16,1
Шекснинская,2,4,1
Шекснинская,2,5,22
Шекснинская,2,6,15
Шекснинская,2,9,43
Шекснинская,2,10,7
Шекснинская,2,16,4
Шекснинская,3,4,2
Шекснинская,3,5,9
Шекснинская,3,6,25
Шекснинская,3,9,26
Шекснинская,3,10,19
Шекснинская,3,16,4
Шекснинская,4,6,9
Шекснинская,4,9,9
Шекснинская,4,10,5
Шекснинская,5,9,2
Шефская,1,5,11
Шефская,2,5,9
Шкирятова,1,2,2
Шкирятова,2,2,3
Шкирятова,3,2,3
Шкирятова,4,2,2
Школьный,1,2,1
Школьный,1,5,2
Школьныйеулок,1,5,1
Шпалозаводская,2,2,3
Штурманская,3,9,1
Шумского,1,3,16
Шумского,1,10,3
Шумского,2,3,5
Шумского,2,9,5
Шумского,3,3,1
Шумского,Студия,7,1
Шурухина,1,4,2
Шурухина,1,5,7
Шурухина,2,5,15
Шурухина,3,4,3
Шурухина,3,5,3
Электролесовская,1,4,2
Электролесовская,1,10,2
Электролесовская,2,9,2
Электролесовская,2,10,6
Электролесовская,3,10,10
Электростальская,2,2,3
Электростальская,3,3,5
Энгельса,3,9,1
Юрьевская,2,4,3
Юрьевская,4,4,1
Юрьевская,Студия,4,1
Якуба Коласа,1,5,4
Янки Купалы,1,9,6
Янки Купалы,2,9,14
Янки Купалы,2,10,13
Янки Купалы,2,11,1
Янки Купалы,3,9,18
Янки Купалы,3,10,3
Ярославская,1,9,3
Ярославская,1,10,1
Ярославская,1,12,1
Ярославская,1,16,6
Ярославская,2,5,1
Ярославская,2,9,4
Ярославская,2,16,4
Ярославская,3,5,3
Ярославская,3,9,8
Ярославская,3,10,4
Ярославская,4,10,3
Ярославская,4,16,3
Ярославская,Студия,9,4
академика Бардина,1,4,7
академика Бардина,2,4,9
академика Бардина,3,2,2
академика Богомольца,1,5,8
академика Богомольца,1,9,6
академика Богомольца,2,5,1
академика Богомольца,2,9,17
академика Богомольца,2,16,2
академика Богомольца,3,5,4
академика Богомольца,3,9,3
академика Богомольца,3,10,4
академика Богомольца,3,14,3
академика Богомольца,4,5,6
академика Богомольца,4,9,2
академика Зелинского,1,2,13
академика Зелинского,3,2,2
академика Комарова,1,3,10
академика Комарова,1,5,1
академика Комарова,1,9,29
академика Комарова,2,3,4
академика Комарова,2,9,14
академика Комарова,2,10,2
академика Комарова,3,9,1
академика Королева,1,5,1
академика Королева,2,5,9
академика Королева,3,5,10
академика Королева,4,5,3
академика Павлова,1,9,15
академика Павлова,2,9,29
академика Павлова,3,9,5
академика Павлова,4,9,5
академика Палладина,2,1,1
б-р 30летия Победы,1,5,10
б-р 30летия Победы,1,9,23
б-р 30летия Победы,1,10,2
б-р 30летия Победы,1,15,2
б-р 30летия Победы,1,16,9
б-р 30летия Победы,1,17,1
б-р 30летия Победы,1,19,8
б-р 30летия Победы,1,20,21
б-р 30летия Победы,1,24,5
б-р 30летия Победы,2,6,2
б-р 30летия Победы,2,9,49
б-р 30летия Победы,2,10,6
б-р 30летия Победы,2,11,9
б-р 30летия Победы,2,13,8
б-р 30летия Победы,2,16,2
б-р 30летия Победы,2,17,2
б-р 30летия Победы,2,18,3
б-р 30летия Победы,2,19,11
б-р 30летия Победы,2,20,6
б-р 30летия Победы,2,22,1
б-р 30летия Победы,3,5,5
б-р 30летия Победы,3,9,73
б-р 30летия Победы,3,10,15
б-р 30летия Победы,3,11,9
б-р 30летия Победы,3,13,10
б-р 30летия Победы,3,15,9
б-р 30летия Победы,3,16,1
б-р 30летия Победы,3,17,16
б-р 30летия Победы,3,18,4
б-р 30летия Победы,3,19,7
б-р 30летия Победы,3,20,7
б-р 30летия Победы,3,24,3
б-р 30летия Победы,4,6,3
б-р 30летия Победы,4,9,10
б-р 30летия Победы,4,17,9
б-р 30летия Победы,Студия,19,7
б-р Энгельса,1,5,2
б-р Энгельса,1,9,17
б-р Энгельса,1,16,13
б-р Энгельса,2,5,2
б-р Энгельса,2,9,83
б-р Энгельса,2,10,1
б-р Энгельса,2,16,6
б-р Энгельса,3,5,3
б-р Энгельса,3,9,63
б-р Энгельса,3,10,2
б-р Энгельса,3,16,2
б-р Энгельса,4,9,10
б-р Энгельса,4,16,2
гвардии полковника Добрушина,3,3,2
генерала Ватутина,2,5,4
генерала Ватутина,2,9,2
генерала Ватутина,3,5,3
генерала Ватутина,3,9,2
генерала Гуртьева,2,4,3
генерала Гуртьева,3,4,4
генерала Штеменко,1,5,23
генерала Штеменко,1,7,1
генерала Штеменко,1,9,24
генерала Штеменко,1,10,5
генерала Штеменко,2,5,66
генерала Штеменко,2,7,6
генерала Штеменко,2,8,5
генерала Штеменко,2,9,19
генерала Штеменко,3,5,34
генерала Штеменко,3,6,4
генерала Штеменко,3,7,1
генерала Штеменко,3,8,5
генерала Штеменко,3,9,48
генерала Штеменко,3,10,8
генерала Штеменко,4,7,1
генерала Штеменко,4,8,6
генерала Штеменко,4,9,3
генерала Шумилова,1,4,15
генерала Шумилова,1,6,8
генерала Шумилова,1,9,6
генерала Шумилова,2,3,8
генерала Шумилова,2,4,4
генерала Шумилова,2,5,7
генерала Шумилова,2,9,10
генерала Шумилова,3,4,4
генерала Шумилова,3,9,2
генерала Шумилова,4,5,2
еулок Ващенко,2,3,2
еулок Ногина,1,3,1
еулок Ногина,2,3,1
еулок Успенского,1,4,1
еулок Успенского,2,5,4
им Героев Сталинграда пркт,1,9,2
квартал Опытной станции В.И.Р,1,2,1
квартал Опытной станции В.И.Р,3,5,2
квартал Опытной станции В.И.Р,4,5,2
маршала Василевского,1,2,4
маршала Василевского,1,9,3
маршала Василевского,2,9,2
маршала Василевского,3,9,1
маршала Василевского,4,2,1
маршала Воронова,1,9,5
маршала Воронова,1,10,2
маршала Воронова,1,14,13
маршала Воронова,1,16,8
маршала Воронова,2,9,11
маршала Воронова,2,10,12
маршала Воронова,2,14,6
маршала Воронова,2,16,19
маршала Воронова,2,18,1
маршала Воронова,3,9,19
маршала Воронова,3,10,1
маршала Воронова,Студия,16,2
маршала Еременко,1,4,13
маршала Еременко,1,5,30
маршала Еременко,1,9,33
маршала Еременко,1,10,6
маршала Еременко,1,15,1
маршала Еременко,1,16,2
маршала Еременко,2,4,12
маршала Еременко,2,5,60
маршала Еременко,2,6,5
маршала Еременко,2,9,37
маршала Еременко,2,10,15
маршала Еременко,2,11,7
маршала Еременко,3,4,2
маршала Еременко,3,5,15
маршала Еременко,3,9,35
маршала Еременко,3,10,7
маршала Еременко,3,11,12
маршала Еременко,3,16,1
маршала Еременко,4,9,4
маршала Еременко,4,10,6
маршала Рыбалко,1,9,8
маршала Рыбалко,1,10,2
маршала Рыбалко,1,14,1
маршала Рыбалко,1,16,5
маршала Рыбалко,1,18,1
маршала Рыбалко,2,5,15
маршала Рыбалко,2,9,3
маршала Рыбалко,2,10,4
маршала Рыбалко,2,16,1
маршала Рыбалко,3,5,7
маршала Рыбалко,3,9,11
маршала Рыбалко,3,10,2
маршала Рыбалко,3,14,3
маршала Рыбалко,3,16,3
маршала Рыбалко,4,5,8
маршала Рыбалко,4,9,7
маршала Рыбалко,4,14,4
маршала Рыбалко,4,16,2
маршала Толбухина,1,2,9
маршала Толбухина,1,5,3
маршала Толбухина,2,2,11
маршала Толбухина,2,4,2
маршала Толбухина,2,5,6
маршала Толбухина,3,2,3
маршала Толбухина,3,4,5
маршала Толбухина,3,5,19
маршала Чуйкова,1,5,15
маршала Чуйкова,1,6,3
маршала Чуйкова,1,21,3
маршала Чуйкова,2,5,21
маршала Чуйкова,2,23,2
маршала Чуйкова,2,24,4
маршала Чуйкова,3,5,13
маршала Чуйкова,3,6,2
маршала Чуйкова,4,5,15
маршала Чуйкова,4,6,2
маршала Чуйкова,Студия,5,1
наб Волжской Флотилии,1,9,4
наб Волжской Флотилии,1,10,8
наб Волжской Флотилии,1,16,3
наб Волжской Флотилии,2,9,8
наб Волжской Флотилии,2,10,14
наб Волжской Флотилии,2,16,1
наб Волжской Флотилии,3,8,2
наб Волжской Флотилии,3,9,21
наб Волжской Флотилии,3,11,2
наб Волжской Флотилии,3,16,9
наб Волжской Флотилии,4,10,1
наб Волжской Флотилии,4,11,1
наб Волжской Флотилии,4,16,4
набережная Волжской Флотилии,1,10,1
набережная Волжской Флотилии,2,9,4
набережная Волжской Флотилии,2,10,4
набережная Волжской Флотилии,2,16,1
набережная Волжской Флотилии,3,9,12
набережная Волжской Флотилии,3,16,1
пр Дорожников,1,9,8
пр Ленина,2,5,1
пр-кт В.И. Ленина,1,4,1
пр-кт В.И. Ленина,1,5,61
пр-кт В.И. Ленина,1,6,7
пр-кт В.И. Ленина,1,7,19
пр-кт В.И. Ленина,1,9,12
пр-кт В.И. Ленина,1,10,6
пр-кт В.И. Ленина,1,12,2
пр-кт В.И. Ленина,2,2,3
пр-кт В.И. Ленина,2,3,3
пр-кт В.И. Ленина,2,4,53
пр-кт В.И. Ленина,2,5,107
пр-кт В.И. Ленина,2,6,14
пр-кт В.И. Ленина,2,7,66
пр-кт В.И. Ленина,2,9,10
пр-кт В.И. Ленина,2,10,19
пр-кт В.И. Ленина,2,12,1
пр-кт В.И. Ленина,2,14,10
пр-кт В.И. Ленина,3,4,20
пр-кт В.И. Ленина,3,5,62
пр-кт В.И. Ленина,3,6,8
пр-кт В.И. Ленина,3,7,22
пр-кт В.И. Ленина,3,8,1
пр-кт В.И. Ленина,3,9,14
пр-кт В.И. Ленина,3,10,5
пр-кт В.И. Ленина,3,12,1
пр-кт В.И. Ленина,4,4,3
пр-кт В.И. Ленина,4,5,17
пр-кт В.И. Ленина,4,6,2
пр-кт В.И. Ленина,4,10,3
пр-кт В.И. Ленина,Студия,5,2
пр-кт В.И. Ленина,Студия,9,2
пр-кт Героев Сталинграда,1,5,64
пр-кт Героев Сталинграда,1,9,12
пр-кт Героев Сталинграда,1,10,3
пр-кт Героев Сталинграда,1,11,7
пр-кт Героев Сталинграда,1,16,3
пр-кт Героев Сталинграда,2,5,27
пр-кт Героев Сталинграда,2,9,68
пр-кт Героев Сталинграда,2,10,10
пр-кт Героев Сталинграда,2,11,1
пр-кт Героев Сталинграда,3,5,32
пр-кт Героев Сталинграда,3,9,44
пр-кт Героев Сталинграда,3,10,4
пр-кт Героев Сталинграда,3,11,2
пр-кт Героев Сталинграда,3,16,9
пр-кт Героев Сталинграда,3,17,2
пр-кт Героев Сталинграда,4,6,1
пр-кт Героев Сталинграда,4,10,1
пр-кт Героев Сталинграда,4,12,11
пр-кт Героев Сталинграда,4,16,2
пр-кт Героев Сталинграда,5,6,1
пр-кт Героев Сталинграда,5,12,2
пр-кт Героев Сталинграда,Студия,10,2
пр-кт Канатчиков,1,5,41
пр-кт Канатчиков,1,9,10
пр-кт Канатчиков,2,5,24
пр-кт Канатчиков,3,5,22
пр-кт Металлургов,1,5,5
пр-кт Металлургов,2,4,8
пр-кт Металлургов,2,5,26
пр-кт Металлургов,2,9,6
пр-кт Металлургов,3,4,4
пр-кт Металлургов,3,5,16
пр-кт Металлургов,3,6,6
пр-кт Металлургов,3,9,3
пр-кт Металлургов,3,10,2
пр-кт Металлургов,4,4,1
пр-кт Металлургов,4,5,2
пр-кт Металлургов,4,9,13
пр-кт Металлургов,5,5,2
пр-кт Столетова,1,3,3
пр-кт Столетова,1,5,16
пр-кт Столетова,1,9,11
пр-кт Столетова,2,5,12
пр-кт Столетова,2,9,14
пр-кт Столетова,2,10,2
пр-кт Столетова,3,2,2
пр-кт Столетова,3,3,4
пр-кт Столетова,3,5,17
пр-кт Столетова,3,9,7
пр-кт Столетова,3,10,3
пр-кт Столетова,4,5,5
пр-кт Столетова,4,9,8
пр-кт Столетова,4,10,1
пр-кт маршала Жукова,1,3,2
пр-кт маршала Жукова,1,5,21
пр-кт маршала Жукова,1,9,22
пр-кт маршала Жукова,1,10,6
пр-кт маршала Жукова,1,12,5
пр-кт маршала Жукова,1,13,3
пр-кт маршала Жукова,1,16,26
пр-кт маршала Жукова,1,17,2
пр-кт маршала Жукова,1,19,2
пр-кт маршала Жукова,1,23,21
пр-кт маршала Жукова,1,24,14
пр-кт маршала Жукова,2,4,1
пр-кт маршала Жукова,2,5,47
пр-кт маршала Жукова,2,9,9
пр-кт маршала Жукова,2,10,3
пр-кт маршала Жукова,2,12,9
пр-кт маршала Жукова,2,13,2
пр-кт маршала Жукова,2,14,3
пр-кт маршала Жукова,2,15,2
пр-кт маршала Жукова,2,16,23
пр-кт маршала Жукова,2,17,3
пр-кт маршала Жукова,2,18,5
пр-кт маршала Жукова,2,19,5
пр-кт маршала Жукова,2,22,4
пр-кт маршала Жукова,2,23,7
пр-кт маршала Жукова,2,24,6
пр-кт маршала Жукова,3,5,46
пр-кт маршала Жукова,3,9,3
пр-кт маршала Жукова,3,10,7
пр-кт маршала Жукова,3,12,15
пр-кт маршала Жукова,3,16,8
пр-кт маршала Жукова,3,18,7
пр-кт маршала Жукова,3,19,7
пр-кт маршала Жукова,3,23,8
пр-кт маршала Жукова,3,24,1
пр-кт маршала Жукова,4,23,2
пр-кт маршала Жукова,Студия,5,1
прЛенина ,3,9,4
проезд Дорожников,1,9,2
рабочий Южный,1,5,2
рабочий Южный,1,9,7
рабочий Южный,2,9,6
рабочий Южный,3,5,4
рабочий Южный,3,9,4
район Семь Ветров,1,9,1
район Семь Ветров,3,9,1
ш Авиаторов,2,2,1
